,rgdp,rgdp_noil,gdp_nom,gdp_nom_noil,gdp_def,gdp_noil_def,cons,gov_cons,ex,im,inv,freig_tur,gas_prod,elect_prod,oil_prod,bus_conf,cap_inv,gov_exp,gov_rev,trade_tur,trade_tur_food,trade_tur_nonfood,paid_services,transactions,atm_pos,income,nom_wage,cpi,cpi_food,cpi_nonfood,cpi_service,ppi_ag,ppi_manf,int_rate1,int_rate10,interbank_rate,mortg_loans,mortg_rate,loans,fexc_res,neer,reer,mo,m1,m2,m3,demand_econ,im_custom,ex_custom,oil_price,cpi_rus,cpi_turk,im_rus,im_tur,cons_conf,ind_output,ag_output,cap_util,turk_gdp_sa,rus_gdp_sa,azn_usd
2020-07-31,,,,,,,,,,,,1.1,2.1,2.4,2.7,-2.91,1632.1,2411.78,1937.43,3117.2,1769.3,1347.9,503.6,2682,364.66,4767,715.4,272.9753951,99.3,100,100,99.3,100.8,15.8,6.72,9.1,106.32,6.41,14585.31,6468.68,76.19,102.08,9722.94,15575.28,17927.6,26711.81,14714.02,911.13,1444.99,43.24,123.84,179.81,19734,17717.8,,12775,,,,,1.7
2020-08-31,,,,,,,,,,,,1.2,1.9,2.1,2.8,-4.99,1094.1,2213.62,1994.51,3201.4,1788.7,1412.7,526.3,2484,303.56,4664.6,710.2,273.5614074,99.5,100,100,99.5,101.73,16.76,7.58,9.13,25.96,6.39,14685.1,6483.87,75.99,101.53,9848.24,15699.04,18109.26,26923.41,14835.45,790.61,748.83,44.74,123.79,181.37,19948,18756.9,,11902,,,,,1.7
2020-09-30,8029.51,4328.31,17965.4,11607.4,223.74,268.17,11438.6,3084.8,5695.9,6830.1,3961.7,1.2,1.6,1.8,2.7,0.12,1747.8,2285.86,2009.85,3490.6,1833.7,1656.9,567.2,2425,299.6,4799.6,706.6,273.7066881,100.2,100,100.1,99.6,100.06,17.31,6.94,9.18,22.73,6.38,14873.66,6491.39,76.91,102.55,9865.63,15925.5,18427.78,26783.28,14944.39,1132.58,698.83,40.91,123.7,183.13,20497,20846.8,-54.18,15853,,56.32,469934.5243,22187230.8,1.7
2020-10-31,,,,,,,,,,,,1.4,2,1.8,2.8,4.48,1110,2080.03,2242.61,3608.3,1913.1,1695.2,632.2,2379,305.76,4447.8,704.5,274.0508341,100.3,100.1,100,100.4,99.62,16.15,6.13,9.18,44.85,6.36,14785.94,6467.77,77.85,103.09,9988.07,16171.27,18573.57,26947.88,15302.4,943.92,1654.8,40.19,124.23,187.03,21882,19714.3,,14830,,,,,1.7
2020-11-30,,,,,,,,,,,,1.6,2.2,2.2,2.8,11.59,1176.4,1411.14,2033.91,3383.1,1817.3,1565.8,658,2474,310.7,4116.3,703.5,274.6783916,100.4,100.1,100.9,100.9,100.1,15.77,6.63,8.28,21.09,6.36,14681.28,6411.46,77.55,102.7,10164.56,16232.41,18613.84,27147.1,15140.64,901.84,826.43,42.69,125.11,191.33,22756,21142.7,,18901,,,,,1.7
2020-12-31,8651.16,4384.76,20088.1,13114.9,232.2,299.1,10993.7,3451.4,5891.9,6946.6,6800.8,2.1,2.5,1,2.9,8.63,4311.5,4283.1,2438.15,5120.2,2833,2287.2,771.2,3158,338.61,5553,707.3,275.5597814,101.8,100.1,100,100.6,101.21,14.83,6.34,8,28.84,6.36,14530.42,6369.44,75.6,100.34,10773.39,17864.59,20305.48,29185.81,14933.87,1061.41,680.22,49.99,126.15,193.72,25060,22386.8,-44.03,18158,,58.3,475585.6034,22422262.2,1.7
2021-01-31,,,,,,,,,,,,1.73,2.6,2.15,3.08,8.75,724,1231.94,2320.68,3154.8,1665,1489.8,620.3,2237,292.83,4011.2,690.9,277.7043409,101.4,102.5,100,103.2,107.77,16.3,6.72,8.04,16.92,6.34,14587.2,6365.22,74.93,99.93,10329.9,16944.08,19488.34,28112.28,14877.4,790.33,1623.97,54.77,127,196.98,17737,18084.6,,3610.4,,,,,1.7
2021-02-28,,,,,,,,,,,,1.82,2.5,1.99,2.75,0.11,614.4,2237.86,1708.71,2873.1,1540,1333.1,593.2,2585,289.99,3968.7,692.3,280.7677837,102.1,100.3,102,100.4,100.85,15.43,5.88,8.38,58.53,6.34,14619.55,6367.62,74.68,100.62,10457.96,16988.62,19587.87,28578.03,14940.18,823.12,1163.97,62.28,127.99,198.77,21101,19303.4,,3480.1,,,,,1.7
2021-03-31,5540.3,2901.6,18727.7,10692.8,340.15,373.3,11221.8,3005.5,7724.6,6482.5,2638.2,1.91,2.7,2.15,2.99,1.84,1026.8,2053.93,1707.04,3496.9,1972.6,1524.3,611,3126,283.15,5476,713.2,281.4862626,101.8,100.2,100.1,100.5,101.86,16.63,6.03,8.37,39.77,6.34,14728.03,6356.22,75.91,102.2,10589.62,17633.32,20319.9,29299.49,14973.67,917.96,1350.06,65.41,128.83,200.91,25908,23626.4,-51.89,3905.7,,55.1,485910.0889,22640705.3,1.7
2021-04-30,,,,,,,,,,,,1.88,2.5,1.83,2.74,6.78,1387.6,2003.97567,2497.8404,2498.2,1426.2,1072,546.8,2710,282.06,3582,722.3,281.4862626,100.4,100.3,100.2,100.9,101.7,16.77,5.97,8.24,37.31,6.34,14987.49585,6367.617681,77.57,103.95,10555.48395,18075.244,20889.34987,29753.87584,15250.67164,998.24,2226.34,64.81,129.58,204.28,26272,21841.5,,3905.4,,,,,1.7
2021-05-31,,,,,,,,,,,,1.89,2.3,1.78,2.75,3.71,1154.2,1838.56786,1500.9162,3217.6,1777.4,1440.2,547.7,2831,278.69,5052.1,724,280.0788313,99.4,100.6,100.5,99,101.06,16.42,5.61,8.3,35.79,6.33,15067.06831,6460.351477,76.82,102.45,10654.93417,18735.66382,21612.49612,30456.96971,15323.94478,863.23,1062.94,68.53,130.54,206.09,24610,20626.6,,3931.9,,,,,1.7
2021-06-30,6671.7,3999.2,21341.1,12704.9,319.87,317.69,11660.7,3117.8,9118.6,6589.4,3281.2,1.83,2.45,2.08,2.87,10.93,1012.4,2224.22028,2019.7927,4142.5,2055.6,2086.9,586.1,2903,270.9,5490.7,724.4,282.5995408,98.6,100.3,100.1,97.8,101.04,16.3,6.28,8.22,32.75,6.32,15258.05819,6455.259,76.98,101.44,10737.54846,18542.4017,21480.73446,30293.93608,15573.90928,997.15,1383.9,73.16,131.44,210.1,25582,22625.7,-50,4261.8,,54.6,490286.285,23423863.2,1.7
2021-07-31,,,,,,,,,,,,1.31,2.76,2.43,2.92,7.72,1139.9,2091.05,2294.32,3548,1942.6,1605.4,626,3225,287.52,4740.3,728.5,284.0125385,100.3,100.2,102.1,99.5,104,15.88,6.26,8.22,27.12,6.32,15367.67298,6496.512222,77.66,102.66,11049.62734,18791.42961,21840.93786,31507.31667,15633.96586,907.22,2582.44972,75.17,131.85,213.89,26294,20691.4,,4421.3,,,,,1.7
2021-08-31,,,,,,,,,,,,1.38,2.84,2.53,2.95,5.93,1200.1,1945.2273,1888.23682,3528.9,1967.5,1561.4,616.6,3042,269.97,4849.4,725.6,289.1247642,100.8,100.3,100.2,99.9,101.9,,,8,25.72,6.32,15607.97911,7042.553481,77.44,102.38,10989.5,18944.11,21946.91,31289.16,15866.60133,1051.55,1542.04,70.75,132.07,216.28,NaN,23175.3,,4553,,,,,1.7
2021-09-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.27,2.8,1.8,2.8177,9.69,1300.8,2085.1218,1934.11272,3890.1,2059.4,1830.7,625,3294,270.78,5081.3,NaN,294.3290099,102.6,100.8,101.5,103.7,100.79,,,7.9,26.18,6.32,15957.30383,7033.846078,77.36,103.46,11039.44814,19265.4111,22407.21306,32212.13631,16176.23064,995.08,1694.85,74.49,NaN,218.99,NaN,NaN,-36,4488.7,,56.1,NaN,NaN,1.7
